Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
8300853,2,new construction wood frame,01/31/1983,1894,023,1580,,La Playa,,,,erect,complete,10/29/1984,01/31/1983,06/21/1983,10/29/1984,,,,3,,,419312,,,,apartments,4,4,,,,5,wood frame (5),,,,,766162357158
8312445S,1,new construction,12/06/1983,3750,017,1,,Verona,Pl,,,,complete,04/20/1987,12/06/1983,03/06/1984,04/20/1987,,,,7,,,3955669,,,,apartments,60,4,,,,2,constr type 2,Y,,,,767136359044
8506868,2,new construction wood frame,06/28/1985,2628,039,321,U,Upper,Tr,,,,cancelled,04/08/1986,06/28/1985,,,,,,3,,,128000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,,,,769454361959
8614401,2,new construction wood frame,11/13/1986,1100,057,0,V,Ellis,St,,,,expired,01/25/1989,11/13/1986,01/12/1988,,,,,4,,,1550000,,,,apartments,20,2,,,,5,wood frame (5),,,,,14632189477
8707257,2,new construction wood frame,05/28/1987,6423,009,1000,,Saddleback,Dr,,,erect condominiums,complete,12/20/1989,05/28/1987,08/04/1988,12/20/1989,,,,3,,,1500000,,,,apartments,12,2,,,,5,wood frame (5),,,,,772399364971
8707258,2,new construction wood frame,05/28/1987,6423,009,1300,,Ridge,Ln,,,erect condominiums,complete,06/04/1990,05/28/1987,04/21/1989,06/04/1990,,,,3,,,1500000,,,,apartments,12,2,,,,5,wood frame (5),,,,,772400364972
8707260,2,new construction wood frame,05/28/1987,6423,009,1200,,Ridge,Ln,,,erect condominiums,complete,06/04/1990,05/28/1987,04/21/1989,06/04/1990,,,,3,,,1000000,,,,apartments,12,2,,,,5,wood frame (5),,,,,772401364973
8707262,2,new construction wood frame,05/28/1987,6423,009,1400,,Birchwood,Ct,,,erect condominiums,complete,09/21/1990,05/28/1987,04/21/1989,09/21/1990,,,,3,,,1500000,,,,apartments,12,2,,,,5,wood frame (5),,,,,772403364975
8707263,2,new construction wood frame,05/28/1987,6423,009,1600,,Birchwood,Ct,,,erect condominiums,complete,09/21/1990,05/28/1987,04/21/1989,09/21/1990,,,,3,,,1500000,,,,apartments,12,2,,,,5,wood frame (5),,,,,772404364976
8715616,1,new construction,10/29/1987,6423,009,1500,,Birchwood,Ct,,,4 carports,complete,10/09/1990,10/29/1987,04/21/1989,10/09/1990,,,,,,,63280,,,,prkng garage/private,0,2,,,,4,constr type 4,,,,,773145364974
8816505,2,new construction wood frame,10/24/1988,6466,042,103,,Allison,St,,,erect a two story single family dwelling,complete,09/06/1989,10/24/1988,02/03/1989,09/06/1989,,,,2,,,134000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Excelsior,94112,215844203929
8816369,2,new construction wood frame,10/21/1988,5550,041,282,,Ripley,St,,,erect a two story single family dwelling,complete,04/15/1991,10/21/1988,12/13/1989,04/15/1991,,,,2,,,180000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,9,Bernal Heights,94110,215667184205
8816372,2,new construction wood frame,10/21/1988,1154,035,1000,,Divisadero,St,,,erect a three story four unit residential building,complete,10/31/1991,10/21/1988,12/28/1989,10/31/1991,,,,3,,,436000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94115,86168090783
8816946,2,new construction wood frame,10/28/1988,0549,021,1331,,Green,St,,,erect a one story garage dwelling unit,cancelled,04/23/1991,10/28/1988,,,,,,1,,,60000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,3,Russian Hill,94109,21673373963
8817324,2,new construction wood frame,11/04/1988,3601,029,653,,Noe,St,,,erect a four story single family dwelling,expired,07/27/1992,11/04/1988,07/27/1990,,,,,4,,,200000,389800,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Castro/Upper Market,94114,217190161134
8817303,2,new construction wood frame,11/02/1988,4094,074,899,,Kansas,St,,,erect a two story single family dwelling,complete,07/03/1990,11/02/1988,04/13/1989,07/03/1990,,,,2,,,210000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Potrero Hill,94107,217165170267
8817495,1,new construction,11/04/1988,0237,006,200,,California,St,,,erect a one story sidewalk kiosk retail-shell only,cancelled,06/08/1989,11/04/1988,,,,,,1,,,40000,,,,retail sales,0,2,Y,,,2,constr type 2,,3,Financial District/South Beach,94111,21741463374
8817495,1,new construction,11/04/1988,0237,006,200,,California,St,0,,erect a one story sidewalk kiosk retail-shell only,cancelled,06/08/1989,11/04/1988,,,,,,1,,,40000,,,,retail sales,0,2,Y,,,2,constr type 2,,3,Financial District/South Beach,94111,217415296609
8817676,2,new construction wood frame,11/14/1988,3001A,056,877,,Foerster,St,,,erect a two story single family dwelling,complete,07/20/1993,11/14/1988,03/21/1990,07/20/1993,,,,2,,,145000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94127,217634149643
8817923,2,new construction wood frame,11/17/1988,6203,016,448,,Campbell,Av,,,three story single family dwelling,expired,10/18/1991,11/17/1988,07/17/1990,,,,,3,,,263000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Visitacion Valley,94134,775187367479
8817959,1,new construction,11/17/1988,3994,010,455,,Mariposa,St,,,erect a one story warehouse,withdrawn,10/12/1990,11/17/1988,,,,,,1,,,149400,,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,,10,Potrero Hill,94107,218199168420
8817961,1,new construction,11/17/1988,3994,012,610,,Illinois,St,,,erect a one story warehouse,withdrawn,10/12/1990,11/17/1988,,,,,,1,,,147000,,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,,,,94107,858362168422
8818023,2,new construction wood frame,11/17/1988,4938,011,1166,,Gilman,Av,,,erect a two story single family dwelling,complete,04/12/1990,11/17/1988,03/21/1989,04/12/1990,,,,2,,,168000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,218290176294
8817946,1,new construction,11/17/1988,3994,009,2001,,03rd,St,,,erect a one story warehouse,withdrawn,10/11/1990,11/17/1988,,,,,,1,,,149500,,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,,10,Potrero Hill,94107,775190367480
8818142,2,new construction wood frame,11/17/1988,2628,041,333,V,Upper,Tr,,,erect a four story two unit residential bldg,cancelled,01/09/1992,11/17/1988,,,,,,2,,,400000,,,,2 family dwelling,4,2,,,,5,wood frame (5),,8,Castro/Upper Market,94117,775203140113
8818188,2,new construction wood frame,11/17/1988,3116,056,565,,Edna,St,,,erect a 3 story 2 unit res bldg(orig address 595 edna ),complete,08/02/1990,11/17/1988,11/22/1989,08/02/1990,,,,3,,,290000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,West of Twin Peaks,94112,218496152750
8818188,2,new construction wood frame,11/17/1988,3116,057,567,,Edna,St,,,erect a 3 story 2 unit res bldg(orig address 595 edna ),complete,08/02/1990,11/17/1988,11/22/1989,08/02/1990,,,,3,,,290000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,West of Twin Peaks,94112,218497152751
8818777,2,new construction wood frame,11/29/1988,7067,007,36,,Minerva,St,,,erect a two story single family dwelling,reinstated,12/11/1990,11/29/1988,04/02/1990,,,,,2,,,85000,251000,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,219502220102
8818778,2,new construction wood frame,11/29/1988,7067,008,38,,Minerva,St,,,erect a two story single family dwelling,complete,10/09/1991,11/29/1988,01/04/1990,10/09/1991,,,,2,,,251000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,219503220103
8818578,2,new construction wood frame,11/23/1988,2341,042,2391,,12th,Av,,,to erect residential/commercial,complete,09/11/1990,11/23/1988,12/13/1989,09/11/1990,,,,2,,,450000,,,,apartments,3,2,,,,5,wood frame (5),,7,West of Twin Peaks,94116,219011245197
8818579,2,new construction wood frame,11/23/1988,2629,064,163,,Clifford,Tr,101,,erect residential,complete,11/01/1993,11/23/1988,05/18/1992,11/01/1993,,,,2,,,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,8,Haight Ashbury,94117,219012140208
8818581,2,new construction wood frame,11/23/1988,2341,043,2385,,12th,Av,,,to erect residential/commercial,complete,10/12/1990,11/23/1988,12/13/1989,10/12/1990,,,,2,,,352000,,,,apartments,3,2,,,,5,wood frame (5),,7,West of Twin Peaks,94116,219015245198
8818587,2,new construction wood frame,11/23/1988,7155,045,28,,Orizaba,Av,,,to erect residential,disapproved,12/28/1999,11/23/1988,,,,,,2,,,80000,171000,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Outer Mission,94112,775234367549
8818734,2,new construction wood frame,11/29/1988,0227,031,642,,Commercial,St,,,erect a retaining wall,expired,09/24/1989,11/29/1988,03/06/1989,,,,,,,,150000,,,,fence/retaining wall,0,2,,,,,,,3,Chinatown,94111,21946063307
8818738,2,new construction wood frame,11/29/1988,3145,050,1805,,San Jose,Av,,,erect a four unit residential bldg with commercial,complete,01/11/1991,11/29/1988,06/27/1989,01/11/1991,,,,3,,,400000,,,,apartments,4,2,,,,5,wood frame (5),,,,94112,219466246404
8818950,2,new construction wood frame,11/30/1988,0821,009,722,,Fell,St,,,erect a two story eight unit residential bldg,complete,09/28/1990,11/30/1988,07/13/1989,09/28/1990,,,,2,,,830000,,,,apartments,8,2,,,,5,wood frame (5),,,,94117,840091367826
8818684,2,new construction wood frame,11/28/1988,3076,062,111,,Terrace,Dr,,,erect a three story single family dwelling,complete,03/20/1991,11/28/1988,02/08/1990,03/20/1991,,,,3,,,290000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94127,219410151607
8819091,2,new construction wood frame,12/02/1988,7117,052,339,,Head,St,,,erect a two story single family dwelling,expired,03/12/1992,12/02/1988,11/20/1990,,,,,2,,,184000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,,,94132,775286367600
8819092,2,new construction wood frame,12/02/1988,7117,053,335,,Head,St,,,erect a two story single family dwelling,expired,03/12/1992,12/02/1988,11/20/1990,,,,,2,,,184000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94132,219867222355
8819136,2,new construction wood frame,12/05/1988,7047,059,2552,,San Jose,Av,,,erect as one story private garage,cancelled,06/21/1990,12/05/1988,,,,,,1,,,25000,,,,prkng garage/private,0,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,219922219111
8819182,2,new construction wood frame,12/05/1988,0821,009,722,,Fell,St,,,erect a two story eight unit residential bldg,complete,04/05/1990,12/05/1988,06/27/1989,04/05/1990,,,,2,,,980000,,,,apartments,8,2,,,,5,wood frame (5),,,,94117,840092367826
8819301,2,new construction wood frame,12/07/1988,5943,024,721,,Peru,Av,,,erect a two story single family dwelling,cancelled,06/21/1990,12/07/1988,,,,,,3,,,284000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,9,Excelsior,94134,775300367617
8819505,2,new construction wood frame,12/12/1988,3730,122,1162,,Folsom,St,,,erect a one story with mezzanine warehouse,complete,05/08/1991,12/12/1988,01/05/1990,05/08/1991,,,,1,,,250000,,,,"warehouse,no frnitur",0,2,,,,5,wood frame (5),,6,South of Market,94103,220409165332
8819676,2,new construction wood frame,12/12/1988,6798,036,9,,Theresa,St,,,erect a two story single family dwelling,complete,02/22/1990,12/12/1988,05/30/1989,02/22/1990,,,,2,,,260000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Outer Mission,94112,220670213492
8819677,2,new construction wood frame,12/14/1988,0735,105,1100,,Eddy,St,,A,erect a three story nine unit residential bldg,complete,10/08/1992,12/14/1988,10/25/1989,10/08/1992,,,,3,,,1000000,,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94109,861729254644
8819678,2,new construction wood frame,12/14/1988,0735,114,1106,,Eddy,St,,A,erect a three story four unit residential bldg.,complete,09/14/1992,12/14/1988,10/25/1989,09/14/1992,,,,3,,,470000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22068080740
8819678,2,new construction wood frame,12/14/1988,0735,115,1106,,Eddy,St,,B,erect a three story four unit residential bldg.,complete,09/14/1992,12/14/1988,10/25/1989,09/14/1992,,,,3,,,470000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22068180741
8819678,2,new construction wood frame,12/14/1988,0735,116,1106,,Eddy,St,,C,erect a three story four unit residential bldg.,complete,09/14/1992,12/14/1988,10/25/1989,09/14/1992,,,,3,,,470000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22068280742
8819678,2,new construction wood frame,12/14/1988,0735,117,1106,,Eddy,St,,D,erect a three story four unit residential bldg.,complete,09/14/1992,12/14/1988,10/25/1989,09/14/1992,,,,3,,,470000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22068380743
8819679,2,new construction wood frame,12/14/1988,0735,035,1112,,Eddy,St,,,erect a three story four unit residential bldg.,expired,09/08/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,,,94109,86173080712
8819680,2,new construction wood frame,12/14/1988,0735,038,1118,,Eddy,St,,,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,,,94109,22068980715
8819680,2,new construction wood frame,12/14/1988,0735,053,1118,,Eddy,St,,A,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220690254570
8819680,2,new construction wood frame,12/14/1988,0735,054,1118,,Eddy,St,,B,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220691254572
8819680,2,new construction wood frame,12/14/1988,0735,055,1118,,Eddy,St,,C,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220692254574
8819681,2,new construction wood frame,12/14/1988,0735,041,1124,,Eddy,St,,,erect a three story four unit residential bldg.,complete,09/14/1992,12/14/1988,10/25/1989,09/14/1992,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,,,94109,86173180718
8819682,2,new construction wood frame,12/14/1988,0735,061,1130,,Eddy,St,,A,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220698254586
8819682,2,new construction wood frame,12/14/1988,0735,062,1130,,Eddy,St,,B,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220699254588
8819682,2,new construction wood frame,12/14/1988,0735,063,1130,,Eddy,St,,C,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220700254590
8819682,2,new construction wood frame,12/14/1988,0735,064,1130,,Eddy,St,,D,erect a three story four unit residential bldg.,expired,09/09/1992,12/14/1988,10/25/1989,,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220701254592
8819683,2,new construction wood frame,12/14/1988,0735,065,1136,,Eddy,St,,A,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220702254594
8819683,2,new construction wood frame,12/14/1988,0735,066,1136,,Eddy,St,,B,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220703254596
8819683,2,new construction wood frame,12/14/1988,0735,068,1136,,Eddy,St,,D,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220705254600
8819684,2,new construction wood frame,12/14/1988,0735,069,1142,,Eddy,St,,A,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220706254602
8819684,2,new construction wood frame,12/14/1988,0735,070,1142,,Eddy,St,,B,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220707254604
8819684,2,new construction wood frame,12/14/1988,0735,071,1142,,Eddy,St,,C,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220708254606
8819684,2,new construction wood frame,12/14/1988,0735,072,1142,,Eddy,St,,D,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220709254608
8819685,2,new construction wood frame,12/14/1988,0735,073,1148,,Eddy,St,,A,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220710254610
8819685,2,new construction wood frame,12/14/1988,0735,074,1148,,Eddy,St,,B,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220711254612
8819685,2,new construction wood frame,12/14/1988,0735,075,1148,,Eddy,St,,C,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220712254614
8819685,2,new construction wood frame,12/14/1988,0735,076,1148,,Eddy,St,,D,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220713254616
8819686,2,new construction wood frame,12/14/1988,0735,077,1154,,Eddy,St,,A,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,861732254618
8819687,2,new construction wood frame,12/14/1988,0735,081,1160,,Eddy,St,,A,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220719254626
8819687,2,new construction wood frame,12/14/1988,0735,083,1160,,Eddy,St,,C,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220720254630
8819687,2,new construction wood frame,12/14/1988,0735,084,1160,,Eddy,St,,D,erect a three story four unit residential bldg.,issued,10/25/1989,12/14/1988,10/25/1989,06/02/1909,,,,3,,,360000,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,220721254638
8819688,2,new construction wood frame,12/14/1988,0735,085,1168,,Eddy,St,,A,erect a three story four unit residential bldg.,complete,02/07/1992,12/14/1988,10/25/1989,02/07/1992,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22072280720
8819688,2,new construction wood frame,12/14/1988,0735,086,1168,,Eddy,St,,B,erect a three story four unit residential bldg.,complete,02/07/1992,12/14/1988,10/25/1989,02/07/1992,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22072380721
8819688,2,new construction wood frame,12/14/1988,0735,087,1168,,Eddy,St,,C,erect a three story four unit residential bldg.,complete,02/07/1992,12/14/1988,10/25/1989,02/07/1992,,,,3,,,384165,,,,apartments,4,2,,,,5,wood frame (5),,5,Western Addition,94109,22072480722
