Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
8312926,2,new construction wood frame,12/20/1983,3115,058,691,,Monterey,Bl,,,,expired,11/25/1987,12/20/1983,10/17/1984,,,,,4,,,2009000,,,,apartments,12,2,,,,5,wood frame (5),,7,West of Twin Peaks,94112,63804152688
8313215,2,new construction wood frame,01/04/1984,4283B,078,66,,Blair,Tr,,,erect,complete,09/26/1984,01/04/1984,03/16/1984,09/26/1984,,,,2,,,69000,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Potrero Hill,94107,64297173305
8313237,2,new construction wood frame,01/04/1984,4283B,090,45,,Littlefield,Tr,,,erect,complete,12/13/1984,01/04/1984,03/16/1984,12/13/1984,,,,2,,,51741,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Potrero Hill,94107,64319173317
9913012S,2,new construction wood frame,06/29/1999,1924,030,1703,,19th,Av,,,to erect 2 stories of 2 family dwelling,complete,07/08/2002,06/29/1999,09/29/1999,07/08/2002,03/10/2000,,,2,,,200000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,801511383132
9913383S,2,new construction wood frame,06/30/1999,1618,003C,745,,26th,Av,,,erect a four story two unit residential bldg,withdrawn,06/11/2004,06/11/2004,,,,,,4,,,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,735221107039
9913392S,2,new construction wood frame,06/30/1999,4071,008,648,,Carolina,St,,,erect a three story two unit residential bldg,complete,09/19/2002,06/30/1999,12/21/2000,09/19/2002,01/03/2001,,,3,,,250000,319000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,735227169599
9918250S,2,new construction wood frame,08/31/1999,4000,008,256,,Pennsylvania,Av,,,erect a four story two unit residential bldg,complete,04/16/2001,05/05/2000,05/05/2000,04/16/2001,,,,4,,,380000,480000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,745991284863
8210370,2,new construction wood frame,12/20/1982,4711,078,42,,Hawkins,Ln,,,,complete,07/31/1984,12/20/1982,06/27/1983,07/31/1984,,,,2,,,109600,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,34243174300
8300798,2,new construction wood frame,01/27/1983,1509,037,538,,36th,Av,,,erect,complete,12/06/1983,01/27/1983,05/19/1983,12/06/1983,,,,3,,,286000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,1,Outer Richmond,94121,37099102168
8302951,2,new construction wood frame,04/12/1983,2045,014,1871,,08th,Av,,,erect,complete,10/03/1983,04/12/1983,06/01/1983,10/03/1983,,,,2,,,305000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,Inner Sunset,94122,766358123206
8303030,2,new construction wood frame,04/13/1983,3283,097,57,,Dorado,Tr,,,erect,complete,08/11/1983,04/13/1983,06/09/1983,08/11/1983,,,,2,,,227500,,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,West of Twin Peaks,94112,41361156008
8305443,2,new construction wood frame,06/17/1983,5988,044,769,,Burrows,St,18,,erect,issued,11/22/1983,06/17/1983,11/22/1983,,,,,1,,,220300,220300,,,2 family dwelling,2,4,,,,5,wood frame (5),,9,Portola,94134,45546193321
8305929,2,new construction wood frame,06/28/1983,4720,043,663,V,Keith,St,,,,cancelled,05/17/1984,06/28/1983,,,,,,2,,,106136,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,766596174441
8306099,2,new construction wood frame,07/01/1983,5335A,071,22,,Vista View,Ct,,,,complete,02/21/1985,07/01/1983,09/28/1983,02/21/1985,,,,2,,,110907,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,46905179715
8306856,2,new construction wood frame,07/19/1983,2380,048,2431,,45th,Av,,,,complete,08/23/1984,07/19/1983,09/15/1983,08/23/1984,,,,1,,,183000,,,,1 family dwelling,1,4,,,,5,wood frame (5),,4,Sunset/Parkside,94116,49796133510
8401568,2,new construction wood frame,02/10/1984,3575,009,270,,Capp,St,,,,expired,04/25/1986,02/10/1984,04/12/1984,,,,,1,,,202000,,,,"warehouse,no frnitur",0,2,,,,5,wood frame (5),,9,Mission,94110,767356359419
8405320,2,new construction wood frame,05/18/1984,0797,013,818,,Grove,St,,,,withdrawn,06/25/1984,05/18/1984,,,,,,2,,,43688,,,,1 family dwelling,1,2,,,,5,wood frame (5),,5,Hayes Valley,94117,767826359980
8406004,2,new construction wood frame,06/07/1984,4711,156,3,,Bell,Ct,,,new construction single family,complete,10/17/1985,06/07/1984,01/03/1985,10/17/1985,,,,2,,,112364,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,75964174369
8407378,2,new construction wood frame,07/09/1984,5713,024,3633,,Mission,St,,,,complete,07/08/1986,07/09/1984,04/09/1985,07/08/1986,,,,3,,,240000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,9,Bernal Heights,94110,79706187543
8408958,2,new construction wood frame,08/16/1984,6985,034,352,,Faxon,Av,34,,,complete,09/13/1985,08/16/1984,10/19/1984,09/13/1985,,,,2,,,320000,,,,apartments,4,4,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,84816216368
9115957S,2,new construction wood frame,08/30/1991,5428D,026,88,,Lydia,Av,,,erect a single family dwelling,complete,06/01/1999,08/30/1991,09/17/1997,06/01/1999,,,,2,,,115000,121460,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,781810372690
9011221S,2,new construction wood frame,06/11/1990,6115,006,630,,Hamilton,St,,,erect a two story single family dwelling,issued,06/10/1993,06/11/1990,06/10/1993,,,,,2,,,200000,300000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Portola,94134,291363251264
9018430,2,new construction wood frame,09/12/1990,4720,087,29,,Rebecca,Ln,,,erect three story single family dwelling,expired,06/21/1993,09/12/1990,05/09/1991,,,,,3,,,102500,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,304332174485
9019630S,2,new construction wood frame,09/25/1990,2399,041,1639,,Taraval,St,,,residential & commercial,complete,12/17/1991,09/25/1990,02/28/1991,12/17/1991,,,,3,,,715000,,,,apartments,4,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,306006245323
9024566S,2,new construction wood frame,11/30/1990,3605,084,385,,Liberty,St,,,erect a three story single family dwelling,complete,10/01/1993,11/30/1990,07/22/1992,10/01/1993,07/22/1992,,,3,,,210000,382000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,317126161547
9025766S,2,new construction wood frame,12/18/1990,7528,052,100,,Berkeley,Wy,,,to erect 1 family dwelling,complete,04/29/1993,12/18/1990,10/31/1991,04/29/1993,,,,3,,,250000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Glen Park,94131,318986227592
9109308S,2,new construction wood frame,05/29/1991,2471,057,2675,,25th,Av,,,"erect single family, two story bldg",complete,04/27/1995,05/29/1991,09/24/1993,04/27/1995,,,,2,,,130000,203600,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,338705137354
8608777,1,new construction,07/23/1986,7380,036,0,V,Unknown,,,,,expired,01/22/1988,07/23/1986,10/14/1986,,,,,1,,,50000,,,,storage shed,0,2,,,,2,constr type 2,,7,Lakeshore,94132,136771226285
8614544S,1,new construction,11/17/1986,3783,008,600,,Townsend,St,,,pedestrian lobby,complete,04/25/1990,11/17/1986,08/20/1987,04/25/1990,,,,1,,,500000,,,,wholesale sales,0,4,,,,1,constr type 1,Y,6,South of Market,94103,146489167600
8717093,1,new construction,12/02/1987,3951,004,1079,,16th,St,,,one story manufacturing bldg,expired,09/23/1991,12/02/1987,06/02/1988,,,,,1,,,550000,,,,manufacturing,0,2,,,,3,constr type 3,,10,Mission Bay,94107,180334168125
8817957,1,new construction,11/17/1988,3994,008,2011,,03rd,St,,,erect a one story warehouse,withdrawn,10/12/1990,11/17/1988,,,,,,1,,,147000,,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,,,,94116,775191367482
9507096,1,new construction,05/15/1995,0468A,001,3510,,Fillmore,St,,,erect a one story muni operators restroom,expired,09/03/1997,05/15/1995,07/18/1995,,,,,1,,,92000,,,,storage shed,0,2,,,,3,constr type 3,,2,Marina,94123,790256377255
200006213250,2,new construction wood frame,06/21/2000,4094,002,806,,Rhode Island,St,,,to erect 2 family dwelling,complete,10/19/2001,06/21/2000,01/12/2001,10/19/2001,02/05/2001,,,3,,,400000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,821825170201
200112195612,1,new construction,12/19/2001,4347A,001,1875,,Marin,St,,,office/warehouse,complete,08/27/2003,12/19/2001,05/07/2002,08/27/2003,,,,2,,,8600000,11850000,,,"warehouse,no frnitur",0,2,,,,2,constr type 2,,10,Bayview Hunters Point,94124,897082173632
200108236761,2,new construction wood frame,08/23/2001,4720,120,651,,Keith,St,,,one stop- erect a three story single family dwelling,complete,09/25/2003,08/23/2001,04/01/2002,09/25/2003,,,,3,,,225000,225000,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,886371390509
200203060755,1,new construction,03/06/2002,0043,001,501,,Bay,St,,,erect 1 story parking & comunity retail spac3,complete,06/02/2005,03/06/2002,09/19/2002,06/02/2005,11/05/2002,,,1,,,4478000,4478000,,,prkng garage/public,0,2,,,,1,constr type 1,Y,3,North Beach,94133,903478391566
200208023060,2,new construction wood frame,08/02/2002,6494,075,221,,Hanover,St,,,erect a 2 story single family dwelling,complete,06/11/2004,08/02/2002,10/23/2003,06/11/2004,10/23/2003,,,2,,,350000,350000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,918142423641
200305073969,2,new construction wood frame,05/07/2003,3501,002,36,,Guerrero,St,,,erect a 5 stories of 3 units condo with comm'l office and parking.,expired,07/28/2009,05/07/2003,06/09/2005,,06/09/2005,,,5,,,750000,850000,,,apartments,3,2,,,,5,wood frame (5),Y,8,Mission,94103,943617429119
200305094178,2,new construction wood frame,05/09/2003,2648,032,39,,Diamond,St,,,erect a four story three unit residential bldg,complete,10/01/2008,05/09/2003,11/23/2005,10/01/2008,10/27/2006,,,4,,,500000,950000,,,apartments,3,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,943657140752
200209186805,2,new construction wood frame,09/18/2002,4936,017,2980,,Arelious Walker,Dr,,,"erect a new three stories,  single family dwelling",issued,08/06/2003,09/18/2002,08/06/2003,,,,,3,,,154000,154000,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,923922424170
200411229818,2,new construction wood frame,11/22/2004,6342,045,781,,Madrid,St,,,to erect 2 stories of 1 family dwelling.,complete,01/23/2007,11/22/2004,08/17/2005,01/23/2007,08/17/2005,,,2,,,200000,420000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,999647435363
200509092450,2,new construction wood frame,09/09/2005,3642,027,2751,,Mission,St,,,"to erect 4 stories, 5 dwelling unit of residential apartments & commercial (retail).",withdrawn,11/08/2007,09/09/2005,,,,,,4,,,700000,,,,apartments,5,2,,,,5,wood frame (5),Y,9,Mission,94110,1028239360746
200504200400,2,new construction wood frame,04/20/2005,0733,002,1300,,Eddy,St,,,bldg #9 - to erect 3 stories of 1 family dwelling.,complete,01/02/2008,04/20/2005,03/02/2006,01/02/2008,06/16/2006,,,3,,,200000,204000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,5,Western Addition,94115,101302580694
200609192715,2,new construction wood frame,09/19/2006,6540,011,4322,,25th,St,,,to erect 3 story single family dwelling,complete,06/25/2009,09/19/2006,09/15/2008,06/25/2009,,,,3,,,550000,680000,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Noe Valley,94114,1067880206839
200701182010,2,new construction wood frame,01/18/2007,3632,039,151,,Ames,St,0,,"to erect 3 stories, single family dwelling unit.",complete,03/24/2010,01/18/2007,10/30/2008,03/24/2010,10/30/2008,,,3,,,250000,367000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Mission,94110,1080547454110
200602154713,1,new construction,02/15/2006,1228,006,690,,Stanyan,St,,,"erect type 1, 4 stories, 56 dwelling units & commercial building.",cancelled,01/18/2020,02/15/2006,,,,,,4,,,1000000,,,,apartments,56,2,,,,1,constr type 1,Y,5,Haight Ashbury,94117,1044221449585
200603025880,2,new construction wood frame,03/02/2006,5825,009,794,,Andover,St,,,to erect 3 story 2 family dwelling.,complete,03/16/2016,03/02/2006,08/30/2012,03/16/2016,09/12/2012,,,3,,,500000,674000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,1045757188961
200603086205,2,new construction wood frame,03/08/2006,4914,023,1108,,Fitzgerald,Av,,,to erect a new 3 story single family dwelling.,complete,09/17/2008,03/08/2006,05/21/2007,09/17/2008,05/21/2007,,,3,,,350000,600000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,1045990176092
201206112329,2,new construction wood frame,06/11/2012,0634,006,33,,Perine,Pl,,,"to erect 4 stories, no basement, 2 unit residential building.",complete,11/25/2015,06/11/2012,04/28/2014,11/25/2015,08/15/2014,,,4,,,400000,970000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,1273010389648
201209270758,2,new construction wood frame,09/27/2012,5457,037,90,A,Woolsey,St,,,"to erect 4 stories, 2 offices, 1 commercial retail & 2 family dwellings building.",complete,01/06/2017,09/27/2012,08/19/2013,01/06/2017,08/14/2014,,,4,,,560000,975000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Portola,94134,1314728492465
201211284966,2,new construction wood frame,11/28/2012,7148,067,121,,Habitat,Tr,,,"to erect 3 stories, no basement, single family dwelling.121 habitat terrace.",complete,05/28/2015,11/28/2012,10/08/2013,05/28/2015,,,,3,,,325700,348900,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,1319583493752
8504981,2,new construction wood frame,05/13/1985,5959,048,135,,Vienna,St,,,,complete,06/19/1987,05/13/1985,07/15/1986,06/19/1987,,,,2,,,158250,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Excelsior,94112,104309192543
8513480,2,new construction wood frame,11/26/1985,1463,040A,426,,32nd,Av,,,,complete,11/18/1986,11/26/1985,04/22/1986,11/18/1986,,,,3,,,289000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,1,Outer Richmond,94121,118067100775
8513722,2,new construction wood frame,12/04/1985,1729,023,1424,,21st,Av,,,,complete,07/22/1986,12/04/1985,03/04/1986,07/22/1986,,,,2,,,197518,,,,2 family dwelling,2,2,,,,5,wood frame (5),,4,Sunset/Parkside,94122,118309244149
8601876,2,new construction wood frame,02/19/1986,6972,034,766,,Delano,Av,,,,complete,12/28/1987,02/19/1986,11/07/1986,12/28/1987,,,,2,,,70000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Outer Mission,94112,123109215851
8601987,2,new construction wood frame,02/20/1986,1003,052,2865,,Clay,St,1,,,complete,06/08/1988,02/20/1986,09/24/1986,06/08/1988,,,,3,,,455000,,,,apartments,3,2,,,,5,wood frame (5),,2,Pacific Heights,94115,12325186753
8601987,2,new construction wood frame,02/20/1986,1003,052,2865,,Clay,St,,,,complete,06/08/1988,02/20/1986,09/24/1986,06/08/1988,,,,3,,,455000,,,,apartments,3,2,,,,5,wood frame (5),,2,Pacific Heights,94115,123254238630
8605019,2,new construction wood frame,04/30/1986,2204,057,423,,Quintara,St,,,,complete,03/09/1987,04/30/1986,06/26/1986,03/09/1987,,,,3,,,239000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94116,129925129915
8608945,2,new construction wood frame,07/24/1986,1567,026,644,,25th,Av,,,,complete,05/01/1987,07/24/1986,12/09/1986,05/01/1987,,,,2,,,306000,,,,2 family dwelling,2,4,,,,5,wood frame (5),,1,Outer Richmond,94121,136979104796
8701721,2,new construction wood frame,02/09/1987,7170,003,187,,Shakespeare,St,,,two story single family dwelling,complete,03/14/1988,02/09/1987,04/21/1987,03/14/1988,,,,2,,,194000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Outer Mission,94112,152790223842
8704149,2,new construction wood frame,03/31/1987,6174,036,1108,,Girard,St,,,two story single family dwelling,expired,02/11/1988,03/31/1987,05/15/1987,,,,,2,,,167076,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Visitacion Valley,94134,156740197592
8705072,2,new construction wood frame,04/17/1987,0849,033,346,,Fillmore,St,,,two story four unit residentail bldg,complete,01/27/1989,04/17/1987,10/06/1987,01/27/1989,,,,3,,,306000,,,,apartments,5,2,,,,5,wood frame (5),,,,94117,157941237765
8705471,2,new construction wood frame,04/27/1987,5549,101,130,,Ripley,St,,,erect single family dwelling,expired,05/18/1989,04/27/1987,01/25/1988,,,,,1,,,150000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,9,Bernal Heights,94110,158547184170
9725781S,2,new construction wood frame,12/26/1997,5583,019,540,,Barneveld,Av,0,,erect a one story with mezzanine-industrial bldg,complete,10/12/1999,12/26/1997,11/04/1998,10/12/1999,,,,1,,,500000,1040000,,,"warehouse,no frnitur",0,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,650561288281
9812533S,2,new construction wood frame,07/02/1998,6077,045,628,,Brazil,Av,,,erect a three story two unit residential bldg,complete,10/28/1999,07/02/1998,11/10/1998,10/28/1999,,,,3,,,230000,340000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,11,Excelsior,94112,676482347222
9900674,2,new construction wood frame,01/12/1999,4991,114,726,,Le Conte,Av,,,erect 3 story 2 family dwelling,complete,08/21/2000,01/12/1999,07/08/1999,08/21/2000,,,,3,,,160000,205000,,,2 family dwelling,2,2,,,,5,wood frame (5),,,,94124,800122382407
8311609,2,new construction wood frame,11/15/1983,1432,013,367,,Arguello,Bl,,,,complete,11/20/1984,11/15/1983,07/06/1984,11/20/1984,,,,3,,,370000,,,,apartments,5,2,,,,5,wood frame (5),,1,Inner Richmond,94118,59734242430
8313168,2,new construction wood frame,01/04/1984,4283B,047,62,,Littlefield,Tr,,,erect,complete,08/17/1984,01/04/1984,03/16/1984,08/17/1984,,,,2,,,69000,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Potrero Hill,94107,64250173274
8400939,2,new construction wood frame,01/27/1984,5335A,012,160,,Bayview,Cr,,,erect a single family dwelling,complete,01/06/1986,01/27/1984,04/19/1984,01/06/1986,,,,2,,,111341,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,66236179656
9912951S,2,new construction wood frame,06/28/1999,3762,122,113,,Stillman,St,,,erect a four story fourteen unit live/work bldg,filing,06/28/1999,06/28/1999,,,,,,4,,,1185000,,,,artist live/work,14,2,,,,5,wood frame (5),Y,6,South of Market,94107,734714166600
9913015S,2,new construction wood frame,06/29/1999,1924,026,1685,,19th,Av,,,to erect 3 stories of 2 family dwelling,complete,11/06/2002,06/29/1999,09/29/1999,11/06/2002,03/10/2000,,,3,,,210000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,801514383135
9918634,2,new construction wood frame,09/03/1999,0987,002,113,,Locust,St,,,erect a two story single family dwelling,complete,01/17/2002,09/03/1999,02/03/2000,01/17/2002,,,,2,,,600000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,,,94118,74694886148
8210378,2,new construction wood frame,12/20/1982,4711,115,11,,Jakey,Ct,,,,complete,06/28/1984,12/20/1982,06/27/1983,06/28/1984,,,,2,,,121000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,34251174330
8306097,2,new construction wood frame,07/01/1983,5335A,069,12,,Vista View,Ct,,,,complete,02/21/1985,07/01/1983,09/28/1983,02/21/1985,,,,2,,,111341,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,46903179713
8401091,2,new construction wood frame,01/30/1984,4711,122,4,,Richards,Cr,,,,complete,02/20/1985,01/30/1984,06/11/1984,02/20/1985,,,,2,,,122000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,66400174335
8401478,2,new construction wood frame,02/09/1984,1406,047,6509,,California,St,,,,cancelled,12/11/1984,02/09/1984,,,,,,2,,,347360,,,,2 family dwelling,2,2,,,,5,wood frame (5),,1,Outer Richmond,94121,6743898380
8406860,2,new construction wood frame,06/22/1984,1571,005E,674,,29th,Av,,,,expired,10/31/1986,06/22/1984,12/14/1984,,,,,3,,,278225,,,,2 family dwelling,2,2,,,,5,wood frame (5),,1,Outer Richmond,94121,78432104985
8407604,2,new construction wood frame,07/13/1984,6490,053,240,,Lowell,St,,,,complete,07/01/1985,07/13/1984,11/05/1984,07/01/1985,,,,2,,,186800,,,,2 family dwelling,2,2,,,,5,wood frame (5),,11,Excelsior,94112,81594204959
8409783,2,new construction wood frame,09/11/1984,2826,077,1000,,Corbett,Av,,,,complete,12/23/1986,09/11/1984,12/12/1985,12/23/1986,,,,3,,,130000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Twin Peaks,94131,85950145247
9115745S,2,new construction wood frame,08/30/1991,5428E,011,139,,Orsi,Cr,,,erect single family dwelling,complete,09/15/2000,08/30/1991,05/29/1997,09/15/2000,,,,3,,,175000,167075,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,781696372577
9210908S,2,new construction wood frame,07/02/1992,2649,041,70,,Diamond,St,,,erect a three story three unit residential bldg,complete,02/22/1995,07/02/1992,05/21/1993,02/22/1995,,,,4,,,380000,550000,,,apartments,3,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,389042256392
9210960S,2,new construction wood frame,07/03/1992,3513,079,93,,Mccoppin,St,,,erect a two story parking garage,complete,08/12/1997,07/03/1992,12/09/1994,08/12/1997,,,,2,,,2125000,2400000,,,prkng garage/private,0,2,,,,,,Y,,,94103,783754373780
9213834S,2,new construction wood frame,08/14/1992,4991,087,1,,North Point,St,,,erect a four story twenty-four unit residential bldg,withdrawn,05/21/1996,08/14/1992,,,,,,2,,,1474000,,,,apartments,12,4,,,,5,wood frame (5),Y,,,94133,784100373933
9216874S,2,new construction wood frame,10/01/1992,2849,049,750,,Grand View,Av,,,erect a three story two unit residential bldg,complete,09/29/1993,10/01/1992,03/25/1993,09/29/1993,03/25/1993,,,3,,,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,399595145834
9221577S,2,new construction wood frame,12/16/1992,1406,014,367,,27th,Av,,,erect a three story two unit residential bldg,expired,11/16/1996,12/16/1992,11/16/1994,,,,,3,,,240000,310000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,40862498346
9300880,2,new construction wood frame,01/21/1993,0026,018A,2930,,Larkin,St,,,erect a three story two unit residential bldg,expired,12/08/1993,01/21/1993,07/14/1993,,,,,4,,,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,2,Russian Hill,94109,41284956275
9306539,2,new construction wood frame,04/21/1993,2706,027,74,,Mountain Spring,Av,,,erect a one story private garage,complete,02/23/1994,04/21/1993,07/06/1993,02/23/1994,,,,1,,,25000,,,,prkng garage/private,0,2,,,,5,wood frame (5),,7,Twin Peaks,94114,423349142417
9307502S,2,new construction wood frame,05/05/1993,4160,052,1073,,De Haro,St,,,erect a three story single family dwelling,complete,03/06/1996,05/05/1993,12/02/1994,03/06/1996,,,,3,,,9500,139000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,424709289379
9317925S,2,new construction wood frame,10/13/1993,1508,011B,568,,37th,Av,,,erect a three story sto unit residential bldg,complete,07/24/1995,10/13/1993,10/07/1994,07/24/1995,,,,3,,,295000,329800,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,446217102104
9704121,2,new construction wood frame,03/06/1997,3732,116,971,,Howard,St,,,erect a 3 story 12 unit live/work bldg,complete,04/16/1999,03/06/1997,02/19/1998,04/16/1999,,,,3,,,600000,1000000,,,artist live/work,12,2,,,,5,wood frame (5),,,,94103,611206165484
9706405S,2,new construction wood frame,04/09/1997,6598,001A,638,,San Jose,Av,,,erect a four story single family dwelling,complete,10/27/1998,04/09/1997,09/19/1997,10/27/1998,,,,4,,,150000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,,,94110,794948379848
9711276S,2,new construction wood frame,06/19/1997,1649,007,737,,06th,Av,,,erect a three story three unit residential bldg,withdrawn,03/08/1999,06/19/1997,,,,,,3,,,350000,,,,apartments,3,2,,,,5,wood frame (5),Y,,,94118,625154108443
9507975S,2,new construction wood frame,05/26/1995,3994,012,610,,Illinois,St,,,erect a four-story 15 unit live/work structure,complete,11/17/1996,05/26/1995,02/21/1996,11/17/1996,,,,4,,,600000,1540000,,,artist live/work,15,2,,,,5,wood frame (5),Y,,,94107,858899168422
9606233S,2,new construction wood frame,04/11/1996,6034,044,1546,,Wayland,St,,,erect a two story single family dwelling,complete,04/30/1997,04/11/1996,07/11/1996,04/30/1997,,,,2,,,163880,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Portola,94134,792439378459
9610053S,2,new construction wood frame,06/07/1996,4160,063,1013,,De Haro,St,,,erect a three story two unit residential bldg,complete,12/02/1997,06/07/1996,03/11/1997,12/02/1997,,,,3,,,300000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,,,94107,792794378663
9904434,2,new construction wood frame,03/08/1999,0747,001,1101,,Laguna,St,,,one stop: erect 3 story 9 family dwelling units,complete,06/06/2002,03/08/1999,06/26/2000,06/06/2002,,,,3,,,1227253,1227253,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,800562382612
9907688S,2,new construction wood frame,04/21/1999,3757,066,1247,,Harrison,St,,,erect a three story twenty eight unit live/work bldg,complete,02/17/2004,04/21/1999,08/28/2000,02/17/2004,01/27/2003,,,3,,,3000000,3880000,,,artist live/work,28,4,,,,5,wood frame (5),Y,6,South of Market,94103,869042388123
9908471S,2,new construction wood frame,04/30/1999,1020,048,3328,,California,St,,,erect a four story four unit residential bldg,complete,04/25/2001,04/30/1999,12/01/1999,04/25/2001,,,,4,,,350000,435000,,,apartments,4,4,,,,5,wood frame (5),Y,2,Presidio Heights,94118,874227389591
9008607S,2,new construction wood frame,05/04/1990,1702,068,1265,,48th,Av,,,erect a two story two unit residential bldg,cancelled,06/22/1994,05/04/1990,,,,,,2,,,200000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,778637370393
8812746,2,new construction wood frame,08/29/1988,6176,011,23,,Sparta,St,,,erect a two story single family dwelling,withdrawn,03/06/1990,08/29/1988,,,,,,2,,,292400,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Visitacion Valley,94134,209683197647
